year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2021,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,255.8858214,309.62,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2021,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,256.096888,304.76,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2022,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,218.3878476,251.15,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2022,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,325.0783683,364.09,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2022,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,309.0751323,346.16,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2022,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,310.9172522,348.23,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2023,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,298.2996416,328.13,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2023,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,322.1266574,351.12,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2023,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,291.3910448,314.7,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2023,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,318.3424044,343.81,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2024,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,309.4315419,328,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2024,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,308.6966159,327.22,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2024,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,292.8236641,307.46,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2024,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,322.9532779,339.1,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2025,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,314.8058314,327.4,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2025,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,299.3447973,308.33,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2025,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,285.54822,291.26,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2025,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,BWI,Albuquerque International Sunport,Baltimore/Washington International,298.3673643,304.33,2025,4,October to December,298.3673643,304.33,2015-12-01,2015,4,267.98,377.85,11.3,-19.5,2026-09-01
2015,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,196.6,277.21,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2016,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,198.5084561,277.91,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2016,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,202.9305062,280.04,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2016,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,205.9166198,284.16,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2016,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,197.3003735,272.27,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2017,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,202.3723445,277.25,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2017,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,204.6464495,278.32,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2017,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,206.7045538,279.05,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2017,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,206.2001048,278.37,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2018,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,199.2515025,265,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2018,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,208.5363506,275.27,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2018,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,201.460639,265.93,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2018,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,205.0713833,270.69,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2019,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,206.7895316,270.89,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2019,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,216.1772069,281.03,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2019,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,218.0121742,283.42,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2019,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,204.7250164,264.1,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2020,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,208.4732077,268.93,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2020,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,125.5004926,161.9,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2020,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,126.6687104,162.14,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2020,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,140.0616749,179.28,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2021,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,150.0765748,187.6,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2021,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,183.7027311,224.12,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2021,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,184.5607124,223.32,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2021,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,172.8738132,205.72,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2022,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,172.6660073,198.57,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2022,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,202.6039763,226.92,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2022,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,196.0109661,219.53,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2022,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,198.766961,222.62,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2023,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,201.234219,221.36,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2023,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,213.2961568,232.49,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2023,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,198.6883842,214.58,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2023,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,201.3725836,217.48,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2024,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,199.370307,211.33,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2024,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,213.5677099,226.38,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2024,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,202.4278358,212.55,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2024,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,222.7128256,233.85,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2025,1,January to March,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,222.7488543,231.66,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2025,2,April to June,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,208.0858246,214.33,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2025,3,July to September,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,208.622417,212.79,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2025,4,October to December,"Albuquerque, NM","Dallas/Fort Worth, TX",ABQ,DAL,Albuquerque International Sunport,Dallas Love Field,223.249426,227.71,2025,4,October to December,223.249426,227.71,2015-12-01,2015,4,196.6,277.21,13.6,-17.9,2026-09-01
2015,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,295.49,416.64,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2016,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,287.7958427,402.91,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2016,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,288.7397192,398.46,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2016,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,282.4141728,389.73,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2016,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,278.6554631,384.54,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2017,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,284.8101872,390.19,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2017,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,297.2258721,404.23,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2017,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,271.6970071,366.79,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2017,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,276.7911261,373.67,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2018,1,January to March,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,272.7540897,362.76,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2018,2,April to June,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,292.373497,385.93,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2018,3,July to September,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,279.8337117,369.38,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
2018,4,October to December,"Albuquerque, NM","Washington, DC (Metropolitan Area)",ABQ,DCA,Albuquerque International Sunport,Ronald Reagan Washington National,296.4379544,391.3,2025,4,October to December,301.9894288,308.03,2015-12-01,2015,4,295.49,416.64,2.2,-26.1,2026-09-01
