AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL
MLE,Male International,"Male, Maldives",33363,"Male, Maldives"
MLE,Male International,"Male, Maldives",33363,"Male, Maldives"
MLE,Male International,"Male, Maldives",33363,"Male, Maldives"
MLE,Velana International,"Male, Maldives",33363,"Male, Maldives"
MLE,Velana International,"Male, Maldives",33363,"Male, Maldives"
MLE,Velana International,"Male, Maldives",33363,"Male, Maldives"
MLE,Velana International,"Male, Maldives",33363,"Male, Maldives"
MLF,Milford Municipal/Ben and Judy Briscoe Field,"Milford, UT",33364,"Milford, UT"
MLF,Milford Municipal/Ben and Judy Briscoe Field,"Milford, UT",33364,"Milford, UT"
MLF,Milford Municipal/Ben and Judy Briscoe Field,"Milford, UT",33364,"Milford, UT"
MLF,Milford Municipal/Ben and Judy Briscoe Field,"Milford, UT",33364,"Milford, UT"
MLG,Abdul Rachman Saleh,"Malang, Indonesia",33365,"Malang, Indonesia"
MLG,Abdul Rachman Saleh,"Malang, Indonesia",33365,"Malang, Indonesia"
MLG,Abdul Rachman Saleh,"Malang, Indonesia",33365,"Malang, Indonesia"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLH,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
MLI,Quad Cities International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad Cities International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad Cities International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad City International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad City International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad City International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad City International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLI,Quad City International,"Moline, IL",33367,"Quad Cities, IL (Metropolitan Area)"
MLJ,Baldwin County Regional,"Milledgeville, GA",36927,"Milledgeville, GA"
MLK,Malta Airport,"Malta, MT",33368,"Malta, MT"
MLL,Marshall Don Hunter Sr.,"Marshall, AK",33369,"Marshall, AK"
MLM,General Francisco J. Mujica International,"Morelia, Mexico",33370,"Morelia, Mexico"
MLM,Morelia International,"Morelia, Mexico",33370,"Morelia, Mexico"
MLN,Melilla Airport,"Melilla, Spain",33371,"Melilla, Spain"
MLN,Melilla Airport,"Melilla, Spain",33371,"Melilla, Spain"
MLN,Melilla Airport,"Melilla, Spain",33371,"Melilla, Spain"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLO,Milos Airport,"Milos, Greece",33372,"Milos, Greece"
MLP,Malabang Airport,"Malabang, Philippines",33373,"Malabang, Philippines"
MLP,Malabang Airport,"Malabang, Philippines",33373,"Malabang, Philippines"
MLP,Malabang Airport,"Malabang, Philippines",33373,"Malabang, Philippines"
MLP,Malabang Airport,"Malabang, Philippines",33373,"Malabang, Philippines"
MLP,Malabang Airport,"Malabang, Philippines",33373,"Malabang, Philippines"
MLQ,Malalaua Airport,"Malalaua, Papua New Guinea",33374,"Malalaua, Papua New Guinea"
MLQ,Malalaua Airport,"Malalaua, Papua New Guinea",33374,"Malalaua, Papua New Guinea"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLS,Frank Wiley Field,"Miles City, MT",33375,"Miles City, MT"
MLT,Millinocket Municipal,"Millinocket, ME",33376,"Millinocket, ME"
MLU,Monroe Regional,"Monroe, LA",33377,"Monroe, LA"
MLU,Monroe Regional,"Monroe, LA",33377,"Monroe, LA"
MLU,Monroe Regional,"Monroe, LA",33377,"Monroe, LA"
MLU,Monroe Regional,"Monroe, LA",33377,"Monroe, LA"
MLV,Merluna Airport,"Merluna, Australia",33378,"Merluna, Australia"
MLW,Monrovia Spriggs Payne,"Monrovia, Liberia",34575,"Monrovia, Liberia"
MLW,Spriggs Payne,"Monrovia, Liberia",34575,"Monrovia, Liberia"
MLX,Erhac,"Malatya, Turkey",33380,"Malatya, Turkey"
MLX,Erhac,"Malatya, Turkey",33380,"Malatya, Turkey"
MLX,Erhac,"Malatya, Turkey",33380,"Malatya, Turkey"
MLX,Malatya Airport,"Malatya, Turkey",33380,"Malatya, Turkey"
MLX,Malatya Airport,"Malatya, Turkey",33380,"Malatya, Turkey"
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",33381,"Manley Hot Springs, AK"
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",33381,"Manley Hot Springs, AK"
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",33381,"Manley Hot Springs, AK"
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",33381,"Manley Hot Springs, AK"
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",33381,"Manley Hot Springs, AK"
MLZ,Melo Airport,"Melo, Uruguay",33382,"Melo, Uruguay"
MMA,Malmo Metropolitan Area,"Malmo, Sweden",32517,"Malmo, Sweden"
MMB,Memanbetsu Airport,"Memanbetsu, Japan",33384,"Memanbetsu, Japan"
MMB,Memanbetsu Airport,"Memanbetsu, Japan",33384,"Memanbetsu, Japan"
MMC,Ciudad Mante Airport,"Ciudad Mante, Mexico",33385,"Ciudad Mante, Mexico"
MMC,Cuauhtemoc,"Ciudad Mante, Mexico",33385,"Ciudad Mante, Mexico"
MMC,Cuauhtemoc,"Ciudad Mante, Mexico",33385,"Ciudad Mante, Mexico"
MMC,Cuauhtemoc,"Ciudad Mante, Mexico",33385,"Ciudad Mante, Mexico"
MMC,Cuauhtemoc,"Ciudad Mante, Mexico",33385,"Ciudad Mante, Mexico"
MMD,Minami Daito Airport,"Minami Daito, Japan",33386,"Minami Daito, Japan"
MMD,Minami Daito Airport,"Minami Daito, Japan",33386,"Minami Daito, Japan"
MMD,Minami Daito Airport,"Minami Daito, Okinawa/Ryukyu Islands",33386,"Minami Daito, Okinawa/Ryukyu Islands"
MME,Durham Tees Valley,"Darlington, United Kingdom",33387,"Darlington, United Kingdom"
MME,Teesside,"Darlington, United Kingdom",33387,"Darlington, United Kingdom"
MME,Teesside International,"Darlington, United Kingdom",33387,"Darlington, United Kingdom"
MMH,Mammoth Lakes Airport,"Mammoth Lakes, CA",33388,"Mammoth Lakes, CA"
MMI,McMinn County,"Athens, TN",33389,"Athens, TN"
MMI,McMinn County,"Athens, TN",33389,"Athens, TN"
MMJ,Matsumoto Airport,"Matsumoto, Japan",33390,"Matsumoto, Japan"
MMK,Murmansk Airport,"Murmansk, Russia",33391,"Murmansk, Russia"
MMK,Murmansk Airport,"Murmansk, Russia",33391,"Murmansk, Russia"
MMK,Murmansk Airport,"Murmansk, Russia",33391,"Murmansk, Russia"
MMK,Murmansk Airport,"Murmansk, Russia",33391,"Murmansk, Russia"
MMK,Murmansk Airport,"Murmansk, Russia",33391,"Murmansk, Russia"
MMK,Murmansk Airport,"Murmansk, U.S.S.R.",33391,"Murmansk, U.S.S.R."
MML,Marshall Muni/Ryan Field,"Marshall, MN",33392,"Marshall, MN"
MML,Marshall Muni/Ryan Field,"Marshall, MN",33392,"Marshall, MN"
MML,Southwest Minnesota Regional-Marshall/Ryan Field,"Marshall, MN",33392,"Marshall, MN"
MMM,Middlemount Airport,"Middlemount, Australia",33393,"Middlemount, Australia"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMN,Minute Man Air Field,"Stow, MA",33394,"Stow, MA"
MMP,Mompos Airport,"Mompos, Colombia",33395,"Mompos, Colombia"
MMP,Mompos Airport,"Mompos, Colombia",33395,"Mompos, Colombia"
MMP,Mompos Airport,"Mompos, Colombia",33395,"Mompos, Colombia"
MMP,Mompos Airport,"Mompos, Colombia",33395,"Mompos, Colombia"
MMP,Mompos Airport,"Mompos, Colombia",33395,"Mompos, Colombia"
MMP,San Bernardo,"Mompos, Colombia",33395,"Mompos, Colombia"
MMQ,Mbala Airport,"Mbala, Zambia",33396,"Mbala, Zambia"
MMT,McEntire Jngb,"Columbia, SC",30868,"Columbia, SC"
MMT,McEntire Jngb,"Columbia, SC",30868,"Columbia, SC"
MMT,McEntire Jngb,"Columbia, SC",30868,"Columbia, SC"
MMT,McEntire Jngb,"Columbia, SC",30868,"Columbia, SC"
MMT,McEntire Jngb,"Columbia, SC",30868,"Columbia, SC"
MMU,Morristown Municipal,"Morristown, NJ",33398,"Morristown, NJ"
MMU,Morristown Municipal,"Morristown, NJ",33398,"Morristown, NJ"
MMX,Malmo Airport,"Malmo, Sweden",32517,"Malmo, Sweden"
MMX,Malmo Airport,"Malmo, Sweden",32517,"Malmo, Sweden"
MMX,Malmo Airport,"Malmo, Sweden",32517,"Malmo, Sweden"
MMX,Malmo Airport,"Malmo, Sweden",32517,"Malmo, Sweden"
MMX,Malmo Airport,"Malmo, Sweden",32517,"Malmo, Sweden"
MMX,Malmo-Sturup,"Malmo, Sweden",32517,"Malmo, Sweden"
MMY,Miyako,"Miyakojima, Japan",33400,"Miyakojima, Japan"
MMY,Miyako,"Miyakojima, Japan",33400,"Miyakojima, Japan"
MMY,Miyako,"Miyakojima, Okinawa/Ryukyu Islands",33400,"Miyakojima, Okinawa/Ryukyu Islands"
MN1,Fosston Municipal,"Fosston, MN",33401,"Fosston, MN"
MN1,Fosston Municipal Anderson Field,"Fosston, MN",33401,"Fosston, MN"
MN2,Moose Lake Carlton County,"Moose Lake, MN",33402,"Moose Lake, MN"
MN2,Moose Lake Carlton County,"Moose Lake, MN",33402,"Moose Lake, MN"
MN3,Ortonville Municipal-Martinson Field,"Ortonville, MN",33403,"Ortonville, MN"
MN3,Ortonville Municipal-Martinson Field,"Ortonville, MN",33403,"Ortonville, MN"
MN3,Ortonville Municipal-Martinson Field,"Ortonville, MN",33403,"Ortonville, MN"
MN3,Ortonville Municipal-Martinson Field,"Ortonville, MN",33403,"Ortonville, MN"
MN3,Ortonville Municipal-Martinson Field,"Ortonville, MN",33403,"Ortonville, MN"
MN4,Wadena Municipal,"Wadena, MN",36463,"Wadena, MN"
MN4,Wadena Municipal,"Wadena, MN",36463,"Wadena, MN"
MN4,Wadena Municipal,"Wadena, MN",36463,"Wadena, MN"
MN4,Wadena Municipal,"Wadena, MN",36463,"Wadena, MN"
MN4,Wadena Municipal,"Wadena, MN",36463,"Wadena, MN"
MN5,Red Wing Regional,"Red Wing, MN",36492,"Red Wing, MN"
MN6,Hallock Municipal,"Hallock, MN",36574,"Hallock, MN"
MN7,Anoka County Blaine,"Minneapolis, MN",31650,"Minneapolis/St. Paul, MN"
MN8,Walker Municipal,"Walker, MN",36942,"Walker, MN"
MNB,Muanda,"Moanda, Congo (Kinshasa)",33404,"Moanda, Congo (Kinshasa)"
MNB,Muanda,"Moanda, Congo (Kinshasa)",33404,"Moanda, Congo (Kinshasa)"
MNB,Muanda,"Moanda, Congo (Kinshasa)",33404,"Moanda, Congo (Kinshasa)"
MNC,Nacala Airport,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNC,Nacala Airport,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNC,Nacala Airport,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNC,Nacala Airport,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNC,Nacala International,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNC,Nacala International,"Nacala, Mozambique",33405,"Nacala, Mozambique"
MNH,Rustaq,"Musanaa, Oman",36813,"Musanaa, Oman"
MNI,Gerald's,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNI,John A Osborne,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNI,John A Osborne International,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNI,John A. Osborne,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNI,John A. Osborne International,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNI,W. H. Bramble,"Montserrat, Montserrat",33406,"Montserrat, Montserrat"
MNK,Maiana Airport,"Maiana, Kiribati",33407,"Maiana, Kiribati"
MNK,Maiana Airport,"Maiana, Kiribati",33407,"Maiana, Kiribati"
MNK,Maiana Airport,"Maiana, Kiribati",33407,"Maiana, Kiribati"
MNK,Maiana Airport,"Maiana, Kiribati",33407,"Maiana, Kiribati"
MNK,Maiana Airport,"Maiana, Kiribati",33407,"Maiana, Kiribati"
MNL,Manila Ninoy Aquino International,"Manila, Philippines",33408,"Manila, Philippines"
MNL,Ninoy Aquino International,"Manila, Philippines",33408,"Manila, Philippines"
MNM,Menominee County,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee Regional,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee Regional,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee-Marinette Twin County,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee-Marinette Twin County,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee-Marinette Twin County,"Marinette, MI",33409,"Marinette, MI"
MNM,Menominee-Marinette Twin County,"Marinette, MI",33409,"Marinette, MI"
MNN,Marion Municipal,"Marion, OH",33410,"Marion, OH"
MNN,Marion Municipal,"Marion, OH",33410,"Marion, OH"
MNO,Manono Airport,"Manono, Congo (Kinshasa)",33411,"Manono, Congo (Kinshasa)"
MNO,Manono Airport,"Manono, Congo (Kinshasa)",33411,"Manono, Congo (Kinshasa)"
MNO,Manono Airport,"Manono, Congo (Kinshasa)",33411,"Manono, Congo (Kinshasa)"
MNQ,Tosontsengel," Tosontsengel, Mongolia",36860," Tosontsengel, Mongolia"
MNR,Mongu Airport,"Mongu, Zambia",33413,"Mongu, Zambia"
MNR,Mongu Airport,"Mongu, Zambia",33413,"Mongu, Zambia"
MNR,Mongu Airport,"Mongu, Zambia",33413,"Mongu, Zambia"
MNR,Mongu Airport,"Mongu, Zambia",33413,"Mongu, Zambia"
MNS,Mansa Airport,"Mansa, Zambia",33414,"Mansa, Zambia"
MNS,Mansa Airport,"Mansa, Zambia",33414,"Mansa, Zambia"
MNT,Minto Airport,"Minto, AK",33415,"Minto, AK"
MNT,Minto Al Wright,"Minto, AK",33415,"Minto, AK"
MNT,Minto Al Wright,"Minto, AK",33415,"Minto, AK"
MNU,Mawlamyine Airport,"Mawlamyine, Burma",33416,"Mawlamyine, Burma"
MNU,Mawlamyine Airport,"Mawlamyine, Burma",33416,"Mawlamyine, Burma"
MNU,Moulmein Airport,"Moulmein, Burma",33416,"Moulmein, Burma"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNX,Manicore Airport,"Manicore, Brazil",33417,"Manicore, Brazil"
MNZ,Manassas Regional/Harry P. Davis Field,"Manassas, VA",33418,"Manassas, VA"
MNZ,Manassas Regional/Harry P. Davis Field,"Manassas, VA",33418,"Manassas, VA"
MNZ,Manassas Regional/Harry P. Davis Field,"Manassas, VA",33418,"Manassas, VA"
MNZ,Manassas Regional/Harry P. Davis Field,"Manassas, VA",33418,"Manassas, VA"
MNZ,Manassas Regional/Harry P. Davis Field,"Manassas, VA",33418,"Manassas, VA"
MO1,Midwest National Air Center,"Mosby, MO",33419,"Mosby, MO"
MO1,Midwest National Air Center,"Mosby, MO",33419,"Mosby, MO"
MO2,Washington Regional,"Washington, MO",33420,"Washington, MO"
MO3,Richland Municipal,"Richland, MO",36749,"Richland, MO"
MO4,Clinton Regional,"Clinton, MO",36876,"Clinton, MO"
MO5,North Central Missouri Regional,"Brookfield, MO",36899,"Brookfield, MO"
MO6,Kansas City Lees Summit Regional,"Lees Summit, MO",36988,"Lees Summit, MO"
MO6,Lees Summit Municipal,"Lees Summit, MO",36988,"Lees Summit, MO"
MOA,Orestes Acosta,"Moa, Cuba",33421,"Moa, Cuba"
MOA,Orestes Acosta,"Moa, Cuba",33421,"Moa, Cuba"
MOA,Orestes Acosta,"Moa, Cuba",33421,"Moa, Cuba"
MOA,Orestes Acosta,"Moa, Cuba",33421,"Moa, Cuba"
MOA,Orestes Acosta,"Moa, Cuba",33421,"Moa, Cuba"
MOB,Mobile Regional,"Mobile, AL",30562,"Mobile, AL"
MOB,Mobile Regional,"Mobile, AL",30562,"Mobile, AL"
MOC,Mario Ribeiro,"Montes Claros, Brazil",33423,"Montes Claros, Brazil"
MOC,Montes Claros Airport,"Montes Claros, Brazil",33423,"Montes Claros, Brazil"
MOD,Modesto City-County-Harry Sham Field,"Modesto, CA",33424,"Modesto, CA"
MOD,Modesto City-County-Harry Sham Field,"Modesto, CA",33424,"Modesto, CA"
MOG,Mong Hsat Airport,"Mong Hsat, Burma",33425,"Monghsat, Burma"
MOG,Mong Hsat Airport,"Mong Hsat, Burma",33425,"Monghsat, Burma"
MOL,Aro,"Molde, Norway",33426,"Molde, Norway"
MOL,Aro,"Molde, Norway",33426,"Molde, Norway"
MOL,Aro,"Molde, Norway",33426,"Molde, Norway"
MOM,Moudjeria Ledfotar,"Moudjeria, Mauritania",33427,"Moudjeria, Mauritania"
MON,Mount Cook Airport,"Mount Cook, New Zealand",33428,"Mount Cook, New Zealand"
MOP,Mount Pleasant Municipal,"Mount Pleasant, MI",33429,"Mount Pleasant, MI"
MOP,Mount Pleasant Municipal,"Mount Pleasant, MI",33429,"Mount Pleasant, MI"
MOQ,Morondava Airport,"Morondava, Madagascar",33430,"Morondava, Madagascar"
MOQ,Morondava Airport,"Morondava, Madagascar",33430,"Morondava, Madagascar"
MOQ,Morondava Airport,"Morondava, Madagascar",33430,"Morondava, Madagascar"
MOQ,Morondava Airport,"Morondava, Madagascar",33430,"Morondava, Madagascar"
MOR,Moore-Murrell,"Morristown, TN",33431,"Morristown, TN"
MOR,Moore-Murrell,"Morristown, TN",33431,"Morristown, TN"
MOS,Moses Point Airport,"Moses Point, AK",33432,"Moses Point, AK"
MOS,Moses Point Airport,"Moses Point, AK",33432,"Moses Point, AK"
MOT,Minot International,"Minot, ND",33304,"Minot, ND"
MOT,Minot International,"Minot, ND",33304,"Minot, ND"
MOU,Mountain Village Airport,"Mountain Village, AK",33434,"Mountain Village, AK"
MOU,Mountain Village Airport,"Mountain Village, AK",33434,"Mountain Village, AK"
MOU,Mountain Village Airport,"Mountain Village, AK",33434,"Mountain Village, AK"
MOU,Mountain Village Airport,"Mountain Village, AK",33434,"Mountain Village, AK"
MOU,Mountain Village Airport,"Mountain Village, AK",33434,"Mountain Village, AK"
MOV,Moranbah Airport,"Moranbah, Australia",36697,"Moranbah, Australia"
MOV,Moranbah Airport,"Moranbah, Australia",36697,"Moranbah, Australia"
MOW,Moscow Metropolitan Area,"Moscow, Russia",31345,"Moscow, Russia"
MOW,Moscow Metropolitan Area,"Moscow, U.S.S.R.",31345,"Moscow, U.S.S.R."
MOY,Monterrey Airport,"Monterrey, Colombia",33437,"Monterrey, Colombia"
MOY,Monterrey Airport,"Monterrey, Colombia",33437,"Monterrey, Colombia"
MOZ,Temae,"Moorea Island, French Polynesia",33438,"Moorea Island, French Polynesia"
MPB,Watson Island International,"Miami, FL",32467,"Miami, FL (Metropolitan Area)"
MPE,Griswold,"Madison, CT",36493,"Madison, CT"
MPH,Godofredo P Ramos,"Caticlan, Philippines",37014,"Caticlan, Philippines"
MPI,Mamitupo Airport,"Mamitupo, Panama",36475,"Mamitupo, Panama"
MPJ,Petit Jean Park,"Morrilton, AR",33441,"Morrilton, AR"
MPJ,Petit Jean Park,"Morrilton, AR",33441,"Morrilton, AR"
MPK,Mokpo Airport,"Mokpo, South Korea",33442,"Mokpo, South Korea"
MPK,Mokpo Airport,"Mokpo, South Korea",33442,"Mokpo, South Korea"
MPL,Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPL,Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPL,Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPL,Montpellier Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPL,Montpellier Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPL,Montpellier Mediterranee,"Montpellier, France",33443,"Montpellier, France"
MPM,Maputo Airport,"Maputo, Mozambique",33444,"Maputo, Mozambique"
MPM,Maputo International,"Maputo, Mozambique",33444,"Maputo, Mozambique"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPN,Mount Pleasant Airport,"Mount Pleasant, Falkland Islands (Islas Malvinas)",33445,"Mount Pleasant, Falkland Islands (Islas Malvinas)"
MPO,Pocono Mountains Municipal,"Mt. Pocono, PA",33446,"Mt. Pocono, PA"
MPO,Pocono Mountains Municipal,"Mt. Pocono, PA",33446,"Mt. Pocono, PA"
MPO,Pocono Mountains Regional,"Mt. Pocono, PA",33446,"Mt. Pocono, PA"
MPR,McPherson Airport,"McPherson, KS",33447,"McPherson, KS"
MPR,McPherson Airport,"McPherson, KS",33447,"McPherson, KS"
MPS,Mount Pleasant Municipal,"Mount Pleasant, TX",33448,"Mount Pleasant, TX"
MPT,Maliana Airport,"Maliana, East Timor",33449,"Maliana, East Timor"
MPT,Maliana Airport,"Maliana, Timor-Leste",33449,"Maliana, Timor-Leste"
MPT,Maliana Airport,"Maliana, Timor-Leste",33449,"Maliana, Timor-Leste"
MPT,Maliana Airport,"Maliana, Timor-Leste",33449,"Maliana, Timor-Leste"
MPV,Edward F Knapp State,"Montpelier/Barre, VT",33450,"Montpelier/Barre, VT"
MPV,Edward F Knapp State,"Montpelier/Barre, VT",33450,"Montpelier/Barre, VT"
MPX,Miyanmin Airport,"Miyanmin, Papua New Guinea",33451,"Miyanmin, Papua New Guinea"
MPX,Miyanmin Airport,"Miyanmin, Papua New Guinea",33451,"Miyanmin, Papua New Guinea"
MPX,Miyanmin Airport,"Miyanmin, Papua New Guinea",33451,"Miyanmin, Papua New Guinea"
MQB,Macomb Municipal,"Macomb, IL",33452,"Macomb, IL"
MQI,Quincy Airport,"Quincy, MA",36618,"Quincy, MA"
MQJ,Indianapolis Regional,"Indianapolis, IN",32337,"Indianapolis, IN"
MQJ,Indianapolis Regional,"Indianapolis, IN",32337,"Indianapolis, IN"
MQJ,Indianapolis Regional,"Indianapolis, IN",32337,"Indianapolis, IN"
MQJ,Indianapolis Regional,"Indianapolis, IN",32337,"Indianapolis, IN"
MQJ,Mount Comfort,"Indianapolis, IN",32337,"Indianapolis, IN"
MQL,Mildura Airport,"Mildura, Australia",33454,"Mildura, Australia"
MQL,Mildura Airport,"Mildura, Australia",33454,"Mildura, Australia"
MQL,Mildura Airport,"Mildura, Australia",33454,"Mildura, Australia"
MQM,Mardin Airport,"Mardin, Turkey",36615,"Mardin, Turkey"
MQN,Rossvoll,"Mo I Rana, Norway",33455,"Mo I Rana, Norway"
MQN,Rossvoll,"Mo I Rana, Norway",33455,"Mo I Rana, Norway"
MQN,Rossvoll,"Mo I Rana, Norway",33455,"Mo I Rana, Norway"
MQN,Rossvoll,"Mo I Rana, Norway",33455,"Mo I Rana, Norway"
MQP,Kruger Mpumalanga International,"Nelspruit, South Africa",33456,"Nelspruit, South Africa"
MQQ,Moundou Airport,"Moundou, Chad",33457,"Moundou, Chad"
MQQ,Moundou Airport,"Moundou, Chad",33457,"Moundou, Chad"
MQQ,Moundou Airport,"Moundou, Chad",33457,"Moundou, Chad"
MQQ,Moundou Airport,"Moundou, Chad",33457,"Moundou, Chad"
MQQ,Moundou Airport,"Moundou, Chad",33457,"Moundou, Chad"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",33458,"Mustique, Saint Vincent and the Grenadines"
MQT,Marquette County,"Marquette, MI",33459,"Marquette, MI"
MQT,Marquette Sawyer Regional,"Marquette, MI",33459,"Marquette, MI"
MQT,Sawyer International,"Marquette, MI",33459,"Marquette, MI"
MQT,Sawyer International,"Marquette, MI",33459,"Marquette, MI"
MQX,Alula Aba Nega,"Mek'ele, Ethiopia",33460,"Mek'ele, Ethiopia"
MQX,Mek'ele Airport,"Mek'ele, Ethiopia",33460,"Mek'ele, Ethiopia"
MQX,Mekele International,"Mek'ele, Ethiopia",33460,"Mek'ele, Ethiopia"
MQY,Smyrna Airport,"Smyrna, TN",33461,"Smyrna, TN"
MRA,Misrata International,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misrata International,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misurata Airport,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misurata Airport,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misurata Airport,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misurata Airport,"Misurata, Libya",33462,"Misurata, Libya"
MRA,Misurata International,"Misurata, Libya",33462,"Misurata, Libya"
MRB,Eastern WV Regional/Shepherd Field,"Martinsburg, WV",33463,"Martinsburg, WV"
MRB,Eastern WV Regional/Shepherd Field,"Martinsburg, WV",33463,"Martinsburg, WV"
MRB,Eastern WV Regional/Shepherd Field,"Martinsburg, WV",33463,"Martinsburg, WV"
MRB,Eastern WV Regional/Shepherd Field,"Martinsburg, WV",33463,"Martinsburg, WV"
